title,price,post_url,odometer,VIN,title status,transmission,auto_descr_short,drive,type,cylinders,idx
2017 LINCOLN MKC RESERVE - AWD! PANORAMIC ROOF! LEATHER! NAVIGATION!,"26,999",https://vancouver.craigslist.org/rds/ctd/d/abbotsford-2017-lincoln-mkc-reserve-awd/7502778197.html,107000,5LMTJ3DH9HUL14500,clean,automatic,2017 LINCOLN MKC RESERVE,4wd,SUV,4 cylinders,26
1993 MERCEDES-BENZ 300 CE CONVERTIBLE - RARE COLLECTOR/CLASSIC!!!,"29,999",https://vancouver.craigslist.org/rds/ctd/d/abbotsford-1993-mercedes-benz-300-ce/7502778474.html,155000,WDBEA66E0PB929028,clean,automatic,1993 MERCEDES-BENZ 300 CE,rwd,convertible,6 cylinders,27
"2018 Alfa Romeo Stelvio AWD, Leather, Pano Sunroof, 93,000 km","32,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2018-alfa-romeo-stelvio-awd/7502778616.html,93578,,clean,automatic,2018 Alfa Romeo Stelvio,4wd,SUV,4 cylinders,28
2013 Ford Focus,"7,500",https://vancouver.craigslist.org/rds/cto/d/surrey-east-2013-ford-focus/7499881516.html,104000,,rebuilt,automatic,2013 ford focus,,,4 cylinders,29
2018 Mercedes-Benz C300 4MATIC Sedan - SU0276,"39,995",https://vancouver.craigslist.org/van/ctd/d/vancouver-2018-mercedes-benz-c300/7502779142.html,49246,55SWF4KB1JU278678,clean,automatic,2018 mercedes benz c300,4wd,sedan,4 cylinders,30
2020 Toyota Tacoma Access Cab TRD OFF ROAD Rajat 778-388-7819,"45,990",https://vancouver.craigslist.org/van/ctd/d/vancouver-2020-toyota-tacoma-access-cab/7502779313.html,18626,,clean,automatic,2020 toyota tacoma access cab,4wd,truck,6 cylinders,31
2016 Audi A3 1.8T Komfort,"17,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2016-audi-a3-18t-komfort/7502779578.html,120776,,clean,automatic,2016 Audi A3 1.8T Komfort,fwd,sedan,4 cylinders,32
"Cheap On Gas And Reliable! 2008 Toyota Yaris , Low Km's, Rare 5 Speed!","6,980",https://vancouver.craigslist.org/van/cto/d/north-vancouver-east-central-cheap-on/7502777556.html,150000,,clean,manual,2008 toyota yaris,fwd,sedan,4 cylinders,33
"2020 Hyundai Kona 2.0L Preferred, 6,800 km!","31,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2020-hyundai-kona-20l/7502780102.html,6891,,clean,automatic,2020 Hyundai Kona 2.0L Preferred,4wd,SUV,4 cylinders,34
2019 Nissan Pathfinder SV 4X4 --7 Passenger-- Navi-- Finance Available,"29,869",https://vancouver.craigslist.org/rds/ctd/d/surrey-northeast-2019-nissan-pathfinder/7502780285.html,141,,clean,automatic,2019 nissan pathfinder 4x4 very clean,4wd,SUV,,35
"2019 Jeep Wrangler Unlimited Rubicon, Lifted, One-Touch Skytop Roof","62,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2019-jeep-wrangler-unlimited/7502780710.html,41080,,clean,automatic,2019 Jeep Wrangler Unlimited Rubicon,4wd,SUV,6 cylinders,36
"2021 Ram 1500 Classic Warlock HEMI with Bucket Seats, 18,000 km","55,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2021-ram-1500-classic-warlock/7502781160.html,18988,,clean,automatic,2021 Ram 1500 Classic Warlock,4wd,pickup,8 cylinders,37
***FRESH INVENTORY*** 2022 RAM 2500 POWER WAGON,,https://vancouver.craigslist.org/van/ctd/d/surrey-south-fresh-inventory-2022-ram/7502781556.html,52,,clean,automatic,2022 Ram 2500 Power Wagon,4wd,truck,8 cylinders,38
"2019 Hyundai Tucson Preferred 2.4L, 27,000 km","33,988",https://vancouver.craigslist.org/van/ctd/d/vancouver-2019-hyundai-tucson-preferred/7502781983.html,27126,,clean,automatic,2019 Hyundai Tucson Preferred 2.4L,4wd,SUV,4 cylinders,39
2010 Ford F150 super cab XLT 4x4 for parts,"1,550",https://vancouver.craigslist.org/rds/cto/d/surrey-outer-northwest-2010-ford-f150/7502780225.html,201000,,rebuilt,automatic,2010 ford f150 supercrew cab xlt,4wd,pickup,8 cylinders,40
1955 Ford Country Squire Station Wagon 2 Door,"5,300",https://vancouver.craigslist.org/pml/cto/d/port-moody-1955-ford-country-squire/7496584918.html,100,,salvage,other,1955 Ford Station Wagon,,wagon,other,41
2005 Volkswagen Passat TDI diesel 6L per 100k leather seats Jetta Golf,"4,550",https://vancouver.craigslist.org/rds/cto/d/surrey-inner-northwest-2005-volkswagen/7502782358.html,323500,,clean,automatic,2005 volkswagen passat tdi se sedan,fwd,sedan,4 cylinders,42
2020 Honda CLARITY Touring Sedan: ***PLUG IN HYBRID-PST EXEMPT***,"43,999",https://vancouver.craigslist.org/rds/ctd/d/surrey-2020-honda-clarity-touring-sedan/7502784521.html,13474,,clean,automatic,2020 Honda CLARITY,fwd,sedan,4 cylinders,43
1980 Z28 4 spd project,"6,500",https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1980-z28-spd/7502782505.html,100000,,salvage,manual,1980 chevrolet camaro,,,,44
2000 Ford F-350 6 speed manual 4x4,"12,500",https://vancouver.craigslist.org/nvn/cto/d/north-vancouver-southwest-2000-ford/7502782894.html,424000,,clean,manual,2000 ford f-350 super duty,,,,45
2009 Mercedes Benz B200 turbo 107k new brakes Fit Versa Yaris,"7,550",https://vancouver.craigslist.org/rds/cto/d/surrey-inner-northwest-2009-mercedes/7502782993.html,107000,,clean,automatic,2009 mercedes benz b200,fwd,hatchback,4 cylinders,46
2014 tdi jetta highline,"20,000",https://vancouver.craigslist.org/bnc/cto/d/new-westminster-2014-tdi-jetta-highline/7496148166.html,85000,,clean,manual,2014 vw jetta,fwd,sedan,4 cylinders,47
2021 Tesla Model 3 Performance  Local BC Car + No Accidents🚗🚗,"84,800",https://vancouver.craigslist.org/rch/ctd/d/richmond-northeast-2021-tesla-model/7502786583.html,17751,,clean,automatic,2021 Tesla Model 3,4wd,sedan,,48
2019 HYUNDAI IONIQ HYBRID HATCHBACK LUXURY SUNROOF LEATHER APPLECARPLA,"35,991",https://vancouver.craigslist.org/bnc/ctd/d/surrey-south-2019-hyundai-ioniq-hybrid/7502787229.html,17029,,clean,automatic,2019 hyundai ioniq hybrid,,,,49
2018 Acura RDX,"38,500",https://vancouver.craigslist.org/van/cto/d/vancouver-2018-acura-rdx/7502785857.html,20200,,clean,automatic,2018 acura rdx,4wd,SUV,,50
★2019 Nissan Rogue SUV CVT - 33K KMs Only! One Owner!,"26,991",https://vancouver.craigslist.org/rds/ctd/d/2019-nissan-rogue-suv-cvt-33k-kms-only/7502787974.html,33072,,clean,automatic,2019 Nissan Rogue,fwd,SUV,4 cylinders,51
WTB/ISO: 2001 to 2004 - Lexus GS430,"11,111",https://vancouver.craigslist.org/van/cto/d/burnaby-wtb-iso-2001-to-lexus-gs430/7493452228.html,150000,,clean,automatic,2003 lexus gs430,rwd,sedan,8 cylinders,52
★2019 Kia Sorento SXL! 7 Seats! Nappa Leather! Pano Sunroof! Nav!,"42,991",https://vancouver.craigslist.org/rds/ctd/d/2019-kia-sorento-sxl-seats-nappa/7502788306.html,72985,,clean,automatic,2019 Kia Sorento SXL,4wd,SUV,6 cylinders,53
2016 Ford Transit LOW MILAGE,"41,900",https://vancouver.craigslist.org/van/cto/d/vancouver-2016-ford-transit-low-milage/7502786532.html,61000,,clean,automatic,2016 ford transit,rwd,,6 cylinders,54
★2020 Chevrolet Silverado 1500 Crew Cab! NO ACCIDENTS! ONE OWNER!,"44,802",https://vancouver.craigslist.org/rds/ctd/d/2020-chevrolet-silverado-1500-crew-cab/7502788813.html,63996,,clean,other,2020 Chevrolet Silverado 1500,4wd,truck,4 cylinders,55
2000  Toyota Tundra *Price Reduced*,"11,000",https://vancouver.craigslist.org/pml/cto/d/maple-ridge-2000-toyota-tundra-price/7491589993.html,382000,,clean,automatic,2000 toyota tundra 4x4,4wd,truck,8 cylinders,56
1987 Ford Mustang GT Foxbody,"16,500",https://vancouver.craigslist.org/rds/cto/d/delta-northeast-1987-ford-mustang-gt/7502788233.html,228000,,clean,manual,1987 Ford Mustang GT,,,8 cylinders,57
2018 HONDA ODYSSEY Touring (Top Model) ✨ 8 Seater ✨1 Owner No Accident,"39,664",https://vancouver.craigslist.org/rds/ctd/d/langley-city-2018-honda-odyssey-touring/7502790390.html,128162,,clean,automatic,2018 honda odyssey,fwd,mini-van,6 cylinders,58
F150 Ford 4.2L V6 long box with Canopy and Lock,"2,400",https://vancouver.craigslist.org/van/cto/d/vancouver-f150-ford-42l-v6-long-box/7492504677.html,258000,,clean,automatic,2000 ford f-150,,,6 cylinders,59
Honda Odyssey Van 1997 4 cylinder,"3,200",https://vancouver.craigslist.org/van/cto/d/vancouver-honda-odyssey-van-cylinder/7493298408.html,286000,,rebuilt,automatic,1997 honda odyssey,fwd,,4 cylinders,60
2018 Mercedes Benz C43 AMG  Local BC Car + One Owner🚗🚗,"49,800",https://vancouver.craigslist.org/rch/ctd/d/richmond-northeast-2018-mercedes-benz/7502791691.html,63198,,clean,automatic,2018 mercedes benz c43 amg,4wd,sedan,6 cylinders,61
1997 Jeep Cherokee laredo 4x4,"2,400",https://vancouver.craigslist.org/van/cto/d/burnaby-1997-jeep-cherokee-laredo-4x4/7502789899.html,298000,,clean,automatic,1997 jeep grand cherokee laredo,,,,62
"2000 Ford Mustang Convertible V6 3.8L Engine ""Local Clean Title""Car","5,800",https://vancouver.craigslist.org/rds/cto/d/surrey-2000-ford-mustang-convertible-v6/7499028233.html,170300,,clean,automatic,2000 ford mustang convertible,rwd,convertible,6 cylinders,63
2016 Mercedes-Benz  G63 AMG 4D Sport Utility,"138,888",https://vancouver.craigslist.org/van/cto/d/vancouver-2016-mercedes-benz-g63-amg-4d/7502792687.html,22311,,clean,automatic,2016 mercedes benz g63 amg,4wd,SUV,8 cylinders,64
Toyota Tacoma 4x4 (2021 TRD UPGRADES),"14,900",https://vancouver.craigslist.org/rds/cto/d/delta-central-toyota-tacoma-4x-trd/7500052461.html,272000,,clean,manual,2008 toyota tacoma 4x4,fwd,,6 cylinders,65
Audi Q5 S-line Quattro,"10,900",https://vancouver.craigslist.org/rds/cto/d/delta-central-audi-q5-line-quattro/7500053587.html,229000,,clean,automatic,2010 audi q5 s line,4wd,,6 cylinders,66
Focus ST3 Lowerd,"10,900",https://vancouver.craigslist.org/rds/cto/d/delta-central-focus-st3-lowerd/7499189720.html,257000,,clean,manual,2014 ford focus st3,,,4 cylinders,67
2012 Nissan Altima 2.5 sl,"8,995",https://vancouver.craigslist.org/pml/ctd/d/burnaby-2012-nissan-altima-25-sl/7502797874.html,182000,,clean,automatic,2012 nissan altima 2.5 sl,fwd,sedan,4 cylinders,68
"RAM 1500 BIG HORN CREW CAB 2019, navi, android/apple, remote start+++","49,998",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-ram-1500-big-horn-crew-cab-2019/7502798028.html,38442,1C6SRFFT7KN637905,clean,automatic,2019 ram 1500 big horn crew cab,4wd,pickup,8 cylinders,69
"MERCEDES-BENZ C 300 4MATIC 2015, leather, sunroof, navi, bluetooth","29,998",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-mercedes-benz-300-4matic-2015/7502798189.html,99220,55SWF4KB9FU034901,clean,automatic,2015 mercedes benz c300 4matic,4wd,sedan,4 cylinders,70
"FORD ESCAPE TITANIUM AWD 2014, A/C, sunroof, backup cam, bluetooth+++","20,998",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-ford-escape-titanium-awd-2014-c/7502798327.html,126802,1FMCU9J93EUC71486,clean,automatic,2014 ford escape titanium awd,4wd,SUV,4 cylinders,71
2022 Volvo XC90 T8 R-Design T8 Recharge,"88,315",https://vancouver.craigslist.org/nvn/ctd/d/2022-volvo-xc90-t8-design-t8-recharge/7502798431.html,800,,clean,automatic,2022 2022 Volvo XC90 T8 R-Design,4wd,SUV,4 cylinders,72
"MITSUBISHI LANCER SE LTD 2014, stickshift, sunroof, bluetooth, RARE!!!","14,998",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-mitsubishi-lancer-se-ltd-2014/7502798448.html,86963,JA32U2FU6EU606534,clean,manual,2014 mitsubishi lancer se,fwd,sedan,4 cylinders,73
2016 Toyota RAV4 | Local BC | One Owner |,"29,800",https://vancouver.craigslist.org/rch/ctd/d/richmond-2016-toyota-rav4-local-bc-one/7502798513.html,83200,,clean,automatic,2018 toyota rav4 se,4wd,SUV,4 cylinders,74
2014 Subaru Forester 2.5L AWD 156k limited edition great condition CRV,"15,550",https://vancouver.craigslist.org/rds/cto/d/surrey-outer-northwest-2014-subaru/7502796716.html,156000,,rebuilt,automatic,2014 subaru forester 2.5i limited,4wd,SUV,4 cylinders,75
2017 Nissan Micra hatchback auto 1.6L 56k gas saver Versa Fit Yaris,"9,550",https://vancouver.craigslist.org/rds/cto/d/surrey-outer-northwest-2017-nissan/7502797322.html,56000,,rebuilt,automatic,2017 nissan micra,fwd,hatchback,4 cylinders,76
RAM CARGO VAN Tradesman --- w/ Roof Rack & Battery Pack! -- *Warranty*,"13,499",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-ram-cargo-van-tradesman-roof/7502799881.html,116000,2C4JRGAG7ER340788,rebuilt,automatic,2014 RAM Cargo Van Tradesman,fwd,van,6 cylinders,77
2007 GMC Sierra 1500 crewcab 4x4  Ford Ram1500 2500 F250 F350,"11,550",https://vancouver.craigslist.org/rds/cto/d/surrey-north-2007-gmc-sierra-1500/7502798206.html,158000,,clean,automatic,2007 gmc sierra 1500 4x4,4wd,pickup,8 cylinders,78
2006 Dodge Sprinter 8P mini VAN Mercedes Benz sprinter Ford Transit 25,"19,500",https://vancouver.craigslist.org/rds/cto/d/surrey-north-2006-dodge-sprinter-8p/7502798491.html,242000,,clean,automatic,2006 dodge sprinter van,rwd,van,5 cylinders,79
1987 Caprice classic,"1,000",https://vancouver.craigslist.org/rch/cto/d/richmond-south-1987-caprice-classic/7502798832.html,160000,,clean,automatic,1987 chevy caprice,,,8 cylinders,80
2017 Nissan Micra hatchback auto 1.6L 56k gas saver Versa Fit Yaris,"9,550",https://vancouver.craigslist.org/rds/cto/d/surrey-outer-northwest-2017-nissan/7502799084.html,56000,,rebuilt,automatic,2017 nissan micra,fwd,hatchback,4 cylinders,81
**QUICK SALE** 2011 HONDA CIVIC COUPE EX-L *5 SPEED* LEATHER* SUNROOF*,"6,500",https://vancouver.craigslist.org/rds/cto/d/surrey-upper-west-quick-sale-2011-honda/7502800479.html,206,,clean,manual,2010 honda civic exl,fwd,,4 cylinders,82
2019 TOYOTA C-HR 2.0L FWD REAR CAMERA ECONOMY MODE,,https://vancouver.craigslist.org/bnc/ctd/d/surrey-south-2019-toyota-hr-20l-fwd/7502802546.html,57559,,clean,automatic,2019 toyota c-hr,,,,83
BMW Z3 Convertible Beautiful 6 Cylinders Automatic,"12,500",https://vancouver.craigslist.org/van/cto/d/surrey-northeast-bmw-z3-convertible/7502801192.html,100000,,clean,automatic,1997 bmw z3 coupe,4wd,convertible,6 cylinders,84
2018 Mercedes-Benz AMG GT R Coupe,"278,888",https://vancouver.craigslist.org/van/cto/d/vancouver-2018-mercedes-benz-amg-gt/7502801320.html,248,,clean,automatic,2018 mercedes-benz amg gt,rwd,coupe,8 cylinders,85
"***2018 HONDA CR-V TOURING AWD, LOCAL, NO ACCIDENTS, FACTORY WARRANTY*","37,150",https://vancouver.craigslist.org/pml/ctd/d/port-moody-2018-honda-cr-touring-awd/7502804852.html,45000,,clean,automatic,2018 HONDA CRV CR VCR-V TOURING,,,,86
2012 Ford F-150,"22,000",https://vancouver.craigslist.org/van/cto/d/vancouver-2012-ford-150/7502803078.html,191000,,clean,automatic,2012 ford f150,4wd,truck,6 cylinders,87
2022 Lamborghini Urus,"408,888",https://vancouver.craigslist.org/van/ctd/d/edmonton-2022-lamborghini-urus/7502804989.html,1000,,clean,automatic,2022 LAMBORGHINI URUS,4wd,SUV,8 cylinders,88
2016 Mazda CX5 90 000km,"19,800",https://vancouver.craigslist.org/van/cto/d/pitt-meadows-2016-mazda-cx-km/7502803306.html,89234,,rebuilt,automatic,2016 Maxda cx5,4wd,SUV,4 cylinders,89
2019 TOYOTA C-HR 2.0L FWD REAR CAMERA ECONOMY MODE,,https://vancouver.craigslist.org/bnc/ctd/d/surrey-south-2019-toyota-hr-20l-fwd/7502806171.html,57559,,clean,automatic,2019 toyota c-hr,,,,90
"2019 Mazda CX-9 SIGNATURE AWD SKYACTIV Local Car No Accident 49,000 KM","42,800",https://vancouver.craigslist.org/rch/ctd/d/richmond-2019-mazda-cx-signature-awd/7502806677.html,49000,JM3TCBEY5K0325171,clean,automatic,2019 MAZDA CX-9 SIGNATURE,4wd,SUV,4 cylinders,91
2009 HYUNDAI ELANTRA - CLEAN TITLE - AUTOMATIC TRANSMISSION,"6,500",https://vancouver.craigslist.org/rds/cto/d/surrey-2009-hyundai-elantra-clean-title/7499990149.html,182911,,clean,automatic,2009 Hyundai Elantra,,,,92
2022 GMC Savana 2500 Work Van . Financing Available,,https://vancouver.craigslist.org/pml/ctd/d/coquitlam-2022-gmc-savana-2500-work-van/7502809289.html,8888,1GTW7AF17N1146229,clean,automatic,2022 GMC Savana 2500,,,,93
2021 Volvo XC90 T6 R-Design,"73,990",https://vancouver.craigslist.org/nvn/ctd/d/north-vancouver-2021-volvo-xc90-t6/7502809369.html,11900,,clean,automatic,2021 2021 Volvo XC90 T6 R-Design,4wd,SUV,4 cylinders,94
2021 Lamborghini Urus 1016 Industries Vision Widebody 1 of 50,"650,000",https://vancouver.craigslist.org/van/ctd/d/edmonton-2021-lamborghini-urus-1016/7502810576.html,6500,,clean,automatic,2022 Lamborghini Urus,4wd,SUV,8 cylinders,95
2017 Jeep Wrangler Sport . Financing Available,"31,900",https://vancouver.craigslist.org/van/ctd/d/coquitlam-2017-jeep-wrangler-sport/7502810687.html,95057,1C4AJWAG4HL694394,clean,manual,2017 Jeep Wrangler,,,,96
"MITSUBISHI OUTLANDER ES AWC 2008, air cond, cruise, alloy wheels","13,998",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-mitsubishi-outlander-es-awc/7502810686.html,97058,JA4LT21W08Z605334,clean,automatic,2008 mitsubishi outlander es awc,4wd,SUV,4 cylinders,97
2006 LEXUS LS460 LS 460 - 119KMs - JDM RHD,"13,300",https://vancouver.craigslist.org/pml/cto/d/port-coquitlam-north-2006-lexus-ls460/7498356873.html,119000,,clean,automatic,2006 lexus ls 460,rwd,sedan,8 cylinders,98
2018 RAM 3500 DIESEL,"37,500",https://vancouver.craigslist.org/rds/cto/d/surrey-2018-ram-3500-diesel/7495705800.html,1,,clean,automatic,2018 dodge ram 3500,4wd,,6 cylinders,99
2019 BMW X5 xDrive40i . Financing Available,"72,887",https://vancouver.craigslist.org/van/ctd/d/coquitlam-2019-bmw-x5-xdrive40i/7502812146.html,18917,5UXCR6C5XKLL08421,clean,automatic,2019 BMW X5,,,,100
"2016 Dodge Dart GT w/ Leather Heated Sts, Nav, Sunroof, Backup Cam : F","16,590",https://vancouver.craigslist.org/van/ctd/d/vancouver-2016-dodge-dart-gt-leather/7502813146.html,131500,1C3CDFEB5GD570405,clean,automatic,2016 Dodge Dart,,,,101
ML350 BlueTEC 4Matic - 2013,"24,750",https://vancouver.craigslist.org/nvn/cto/d/west-vancouver-south-ml350-bluetec/7502811319.html,113500,,clean,automatic,2013 ML350 BlueTEC 4Matic - 2013,,SUV,6 cylinders,102
2006 HONDA CIVIC ONLY 111.000 KMS,"9,800",https://vancouver.craigslist.org/van/ctd/d/richmond-2006-honda-civic-only-kms/7502813466.html,111457,,clean,automatic,2006 HONDA CIVIC,fwd,sedan,4 cylinders,103
2022 GMC Canyon Elevation Standard . Financing Available,,https://vancouver.craigslist.org/pml/ctd/d/coquitlam-2022-gmc-canyon-elevation/7502814345.html,8888,1GTH6BEN9N1154631,clean,automatic,2022 GMC Canyon,,,,104
2018 BMW 330i Xdrive sedan with Navigation,"36,800",https://vancouver.craigslist.org/bnc/ctd/d/burnaby-2018-bmw-330i-xdrive-sedan-with/7502814582.html,37000,,clean,automatic,2018 bmw 330i xdrive,4wd,sedan,4 cylinders,105
2018 Lexus RX350,"43,990",https://vancouver.craigslist.org/nvn/ctd/d/north-vancouver-southwest-2018-lexus/7502814896.html,57920,2T2BZMCA7JC152449,clean,automatic,2018 lexus rx 350,4wd,SUV,6 cylinders,106
2020 Lexus RX350,"51,990",https://vancouver.craigslist.org/nvn/ctd/d/north-vancouver-southwest-2020-lexus/7502815177.html,35833,2T2HZMDA7LC222365,clean,automatic,2020 Lexus RX350,4wd,SUV,6 cylinders,107
2019 F150 Supercab 4WD 8' box,1,https://vancouver.craigslist.org/bnc/ctd/d/new-westminster-northeast-2019-f150/7502815349.html,49931,,clean,automatic,2018 ford f-150,4wd,,,108
2020 Toyota Sienna SE/ All Wheel Drive/One Owner,"50,888",https://vancouver.craigslist.org/van/ctd/d/vancouver-2020-toyota-sienna-se-all/7502815366.html,39980,,clean,automatic,2020 toyota sienna se,fwd,mini-van,6 cylinders,109
2014 Mercedes-Benz ML550  . Financing Available,"27,787",https://vancouver.craigslist.org/van/ctd/d/coquitlam-2014-mercedes-benz-ml550/7502815676.html,163441,4JGDA7DB1EA355176,clean,automatic,2014 Mercedes-Benz ML550,,,,110
